Image Name,Height,Width,Ratio
neutrality/images - 2020-11-06T002841.791_face.png,8.016,38.0,4.741
neutrality/images - 2020-11-06T002842.523_face.png,8.016,35.014,4.368
neutrality/images - 2020-11-06T002843.332_face.png,9.5,40.012,4.212
neutrality/images - 2020-11-06T002845.148_face.png,10.05,43.186,4.297
neutrality/images - 2020-11-06T002845.480_face.png,10.05,39.013,3.882
neutrality/images - 2020-11-06T002846.597_face.png,9.552,42.107,4.408
neutrality/images - 2020-11-06T002847.732_face.png,11.011,44.045,4.0
neutrality/images - 2020-11-06T002849.705_face.png,10.308,33.734,3.273
neutrality/images - 2020-11-06T002854.499_face.png,12.042,39.051,3.243
neutrality/images - 2020-11-06T002855.256_face.png,11.011,40.05,3.637
neutrality/images - 2020-11-06T002901.233_face.png,11.045,43.046,3.897
neutrality/images - 2020-11-06T002907.132_face.png,8.559,41.11,4.803
neutrality/images - 2020-11-06T002909.461_face.png,7.0,43.0,6.143
neutrality/images - 2020-11-06T002909.888_face.png,10.5,39.013,3.716
neutrality/images - 2020-11-06T002914.291_face.png,6.021,39.051,6.486
neutrality/images - 2020-11-06T002914.637_face.png,10.012,34.015,3.397
neutrality/images - 2020-11-06T002919.853_face.png,9.0,39.051,4.339
neutrality/images - 2020-11-06T002920.221_face.png,10.05,42.107,4.19
neutrality/images - 2020-11-06T002920.608_face.png,8.016,40.012,4.992
neutrality/images - 2020-11-06T002924.953_face.png,8.732,43.932,5.031
neutrality/images - 2020-11-06T002929.859_face.png,9.5,39.013,4.107
neutrality/images - 2020-11-06T002931.346_face.png,9.5,41.012,4.317
neutrality/images - 2020-11-06T002932.123_face.png,10.012,39.0,3.895
neutrality/images - 2020-11-06T002940.292_face.png,7.018,29.0,4.132
neutrality/images - 2020-11-06T002941.050_face.png,9.0,45.0,5.0
neutrality/images - 2020-11-06T002942.242_face.png,7.566,39.013,5.156
neutrality/images - 2020-11-06T002942.579_face.png,7.018,39.0,5.557
neutrality/images - 2020-11-06T002952.035_face.png,10.124,30.083,2.971
neutrality/images - 2020-11-06T002953.913_face.png,12.54,40.2,3.206
neutrality/images - 2020-11-06T002956.314_face.png,8.016,36.056,4.498
neutrality/images - 2020-11-06T002956.838_face.png,11.281,44.283,3.926
neutrality/images - 2020-11-06T003007.114_face.png,11.662,37.162,3.187
neutrality/images - 2020-11-06T003010.849_face.png,8.559,41.049,4.796
neutrality/images - 2020-11-06T003014.116_face.png,8.515,43.0,5.05
neutrality/images - 2020-11-06T003024.535_face.png,11.011,39.051,3.546
neutrality/images - 2020-11-06T003026.371_face.png,9.657,30.083,3.115
neutrality/images - 2020-11-06T003033.438_face.png,12.042,42.107,3.497
neutrality/images - 2020-11-06T003037.275_face.png,6.964,37.483,5.382
neutrality/images - 2020-11-06T003037.685_face.png,8.139,33.287,4.09
neutrality/images - 2020-11-06T003041.372_face.png,8.515,39.013,4.582
neutrality/images - 2020-11-06T003048.572_face.png,8.559,38.013,4.442
neutrality/images - 2020-11-06T003050.745_face.png,11.543,43.046,3.729
neutrality/images - 2020-11-06T003051.413_face.png,10.548,44.102,4.181
neutrality/images - 2020-11-06T003052.907_face.png,10.05,43.0,4.279
neutrality/images - 2020-11-06T003055.677_face.png,11.045,42.012,3.804
neutrality/images - 2020-11-06T003056.753_face.png,10.112,42.19,4.172
neutrality/images - 2020-11-06T003059.342_face.png,7.018,38.118,5.432
neutrality/images - 2020-11-06T003107.544_face.png,9.014,40.0,4.438
neutrality/images - 2020-11-06T003109.510_face.png,14.036,41.11,2.929
neutrality/images - 2020-11-06T003111.232_face.png,12.59,41.195,3.272
neutrality/images - 2020-11-06T003112.240_face.png,13.601,37.59,2.764
neutrality/images - 2020-11-06T003114.685_face.png,12.042,40.2,3.338
neutrality/images - 2020-11-06T003117.439_face.png,11.102,40.447,3.643
neutrality/images - 2020-11-06T003120.019_face.png,13.086,41.012,3.134
neutrality/images - 2020-11-06T003122.529_face.png,10.512,40.012,3.806
neutrality/images - 2020-11-06T003131.058_face.png,12.01,38.053,3.168
neutrality/images - 2020-11-06T003133.735_face.png,11.011,39.205,3.56
neutrality/images - 2020-11-06T003135.240_face.png,11.045,40.112,3.632
neutrality/images - 2020-11-06T003431.096_face.png,10.0,41.0,4.1
neutrality/images - 2020-11-06T003457.889_face.png,7.071,38.328,5.42
neutrality/images - 2020-11-06T003538.812_face.png,10.0,38.013,3.801
neutrality/images - 2020-11-06T003539.683_face.png,7.566,38.013,5.024
neutrality/images - 2020-11-06T003711.556_face.png,11.18,40.497,3.622
neutrality/images - 2020-11-06T003724.924_face.png,11.543,47.265,4.095
neutrality/images - 2020-11-06T003738.868_face.png,11.543,38.328,3.32
neutrality/images - 2020-11-06T003742.592_face.png,14.534,48.094,3.309
neutrality/images - 2020-11-06T004053.269_face.png,13.038,43.012,3.299
neutrality/images - 2020-11-06T004055.476_face.png,11.673,44.181,3.785
neutrality/images - 2020-11-06T004107.614_face.png,9.0,33.136,3.682
neutrality/images - 2020-11-06T004115.199_face.png,9.124,37.336,4.092
neutrality/images - 2020-11-06T004415.893_face.png,10.63,33.302,3.133
neutrality/images - 2020-11-06T004426.346_face.png,9.055,41.049,4.533
neutrality/images - 2020-11-06T004436.850_face.png,11.597,42.19,3.638
neutrality/images - 2020-11-06T004439.381_face.png,8.515,40.2,4.721
neutrality/images - 2020-11-06T004453.314_face.png,12.5,41.0,3.28
neutrality/images - 2020-11-06T004516.730_face.png,10.198,39.319,3.856
neutrality/images - 2020-11-06T004531.716_face.png,12.59,39.205,3.114
neutrality/images - 2020-11-06T004532.048_face.png,8.062,41.049,5.091
neutrality/images - 2020-11-06T004604.185_face.png,10.05,40.2,4.0
neutrality/images - 2020-11-06T004604.599_face.png,11.402,39.623,3.475
neutrality/images - 2020-11-06T004605.267_face.png,12.01,40.05,3.335
neutrality/images - 2020-11-06T004623.370_face.png,10.05,38.013,3.782
neutrality/images - 2020-11-06T004624.434_face.png,9.0,43.012,4.779
neutrality/images - 2020-11-06T004625.538_face.png,10.512,38.118,3.626
neutrality/images - 2020-11-06T004634.998_face.png,12.51,42.0,3.357
neutrality/images - 2020-11-06T004657.697_face.png,9.5,42.0,4.421
neutrality/images - 2020-11-06T004701.577_face.png,10.198,40.311,3.953
neutrality/images - 2020-11-06T004725.434_face.png,10.112,36.125,3.573
neutrality/images - 2020-11-06T004756.577_face.png,10.112,39.115,3.868
neutrality/images - 2020-11-06T005305.168_face.png,10.0,41.0,4.1
neutrality/images - 2020-11-06T005308.980_face.png,10.63,33.302,3.133
neutrality/images - 2020-11-06T005325.390_face.png,6.519,40.05,6.143
neutrality/images - 2020-11-06T005358.198_face.png,9.823,41.593,4.234
neutrality/images - 2020-11-06T005405.529_face.png,10.512,36.056,3.43
neutrality/images - 2020-11-06T005406.878_face.png,11.673,42.297,3.624
neutrality/images - 2020-11-06T005431.767_face.png,9.618,37.121,3.86
neutrality/images - 2020-11-06T005543.217_face.png,11.543,41.049,3.556
neutrality/images - 2020-11-06T005544.525_face.png,11.5,40.05,3.483
neutrality/images - 2020-11-06T005720.681_face.png,11.0,41.0,3.727
neutrality/images - 2020-11-06T005817.392_face.png,9.014,37.014,4.106
neutrality/images - 2020-11-06T005851.308_face.png,9.962,44.147,4.431
neutrality/images - 2020-11-06T010004.941_face.png,8.515,43.012,5.051
neutrality/images - 2020-11-06T181642.666_face.png,13.537,43.29,3.198
neutrality/images - 2020-11-06T181644.375_face.png,10.05,40.012,3.981
neutrality/images - 2020-11-06T181647.156_face.png,10.548,40.2,3.811
neutrality/images - 2020-11-06T181651.686_face.png,10.0,37.014,3.701
neutrality/images - 2020-11-06T181706.400_face.png,10.0,42.048,4.205
neutrality/images - 2020-11-06T181710.374_face.png,13.509,41.049,3.039
neutrality/images - 2020-11-06T181728.212_face.png,12.01,45.0,3.747
neutrality/images - 2020-11-06T181736.522_face.png,9.0,40.05,4.45
neutrality/images - 2020-11-06T181751.832_face.png,8.515,39.0,4.58
neutrality/images - 2020-11-06T181809.536_face.png,9.513,41.0,4.31
neutrality/images - 2020-11-06T181811.356_face.png,11.18,38.21,3.418
neutrality/images - 2020-11-06T181831.718_face.png,10.5,42.048,4.005
neutrality/images - 2020-11-06T181835.869_face.png,10.05,41.11,4.091
neutrality/images - 2020-11-06T181837.810_face.png,9.055,39.013,4.308
neutrality/images - 2020-11-06T181850.589_face.png,11.011,43.105,3.915
neutrality/images - 2020-11-06T181855.416_face.png,8.559,36.125,4.221
neutrality/images - 2020-11-06T182424.571_face.png,9.055,27.166,3.0
neutrality/images - 2020-11-06T182428.163_face.png,7.5,33.0,4.4
neutrality/images - 2020-11-06T182430.142_face.png,10.607,37.216,3.509
neutrality/images - 2020-11-06T182507.546_face.png,7.517,41.012,5.456
neutrality/images - 2020-11-06T182507.865_face.png,8.139,38.21,4.694
neutrality/images - 2020-11-06T182540.297_face.png,8.062,41.195,5.11
neutrality/images - 2020-11-06T182542.602_face.png,8.139,35.355,4.344
neutrality/images - 2020-11-06T182548.318_face.png,9.0,34.132,3.792
neutrality/images - 2020-11-06T182716.489_face.png,12.855,37.855,2.945
neutrality/images - 2020-11-06T183120.509_face.png,10.308,37.855,3.672
neutrality/images - 2020-11-06T183128.514_face.png,9.014,35.014,3.884
neutrality/images - 2020-11-06T183143.815_face.png,8.746,34.015,3.889
neutrality/images - 2020-11-06T183315.317_face.png,14.036,47.043,3.352
neutrality/images - 2020-11-06T183324.864_face.png,10.512,42.012,3.997
neutrality/images - 2020-11-06T183433.990_face.png,12.093,40.2,3.324
neutrality/images - 2020-11-06T183610.017_face.png,11.18,40.447,3.618
neutrality/images - 2020-11-06T183621.445_face.png,10.0,36.0,3.6
neutrality/images - 2020-11-06T183625.029_face.png,9.487,36.674,3.866
neutrality/images - 2020-11-06T183643.505_face.png,10.198,41.11,4.031
neutrality/images - 2020-11-06T184219.041_face.png,7.517,43.012,5.722
neutrality/images - 2020-11-06T184306.064_face.png,7.566,39.013,5.156
neutrality/images - 2020-11-06T184313.953_face.png,13.038,45.044,3.455
neutrality/images - 2020-11-06T184319.581_face.png,9.055,35.128,3.879
neutrality/images - 2020-11-06T184325.321_face.png,11.18,34.234,3.062
neutrality/images - 2020-11-06T184327.805_face.png,9.124,33.136,3.632
neutrality/images - 2020-11-06T184410.242_face.png,8.5,38.013,4.472
neutrality/images - 2020-11-06T184422.548_face.png,7.517,38.013,5.057
neutrality/images - 2020-11-06T184459.282_face.png,8.515,42.012,4.934
neutrality/images - 2020-11-06T184528.362_face.png,17.529,45.177,2.577
neutrality/images - 2020-11-06T184529.080_face.png,8.559,41.195,4.813
neutrality/images - 2020-11-06T184603.543_face.png,9.513,40.05,4.21
neutrality/images - 2020-11-06T184611.687_face.png,7.566,40.0,5.287
neutrality/images - 2020-11-06T184624.401_face.png,13.086,45.177,3.452
neutrality/images - 2020-11-06T185317.897_face.png,8.5,35.014,4.119
neutrality/images - 2020-11-06T185400.600_face.png,10.05,41.11,4.091
neutrality/images - 2020-11-06T185453.174_face.png,10.198,38.328,3.758
neutrality/images - 2020-11-06T185512.462_face.png,10.0,40.012,4.001
neutrality/images - 2020-11-06T185513.302_face.png,9.0,38.0,4.222
neutrality/images - 2020-11-06T185538.143_face.png,12.166,42.579,3.5
neutrality/images - 2020-11-06T185612.053_face.png,6.5,35.014,5.387
neutrality/images - 2020-11-06T185802.605_face.png,9.0,43.012,4.779
neutrality/images - 2020-11-06T190121.821_face.png,8.016,37.121,4.631
neutrality/images - 2020-11-06T190127.262_face.png,6.801,38.21,5.619
neutrality/images - 2020-11-06T190127.785_face.png,9.552,42.107,4.408
neutrality/images - 2020-11-06T190133.455_face.png,7.566,41.304,5.459
neutrality/images - 2020-11-06T192037.727_face.png,8.515,41.049,4.821
neutrality/images - 2020-11-06T192215.936_face.png,9.552,40.0,4.187
neutrality/images - 2020-11-06T192225.042_face.png,9.434,30.676,3.252
neutrality/images - 2020-11-06T192235.179_face.png,12.01,34.0,2.831
neutrality/images - 2020-11-06T192303.542_face.png,9.055,43.046,4.754
neutrality/images - 2020-11-06T192322.570_face.png,11.597,41.195,3.552
neutrality/images - 2020-11-06T193357.292_face.png,12.51,46.043,3.681
neutrality/images - 2020-11-06T193405.298_face.png,8.5,38.013,4.472
neutrality/images - 2020-11-06T193534.473_face.png,10.548,39.319,3.728
neutrality/images - 2020-11-06T193611.653_face.png,13.153,40.311,3.065
neutrality/images - 2020-11-06T193933.090_face.png,11.543,47.17,4.086
neutrality/images - 2020-11-06T194004.669_face.png,12.51,35.057,2.802
neutrality/images - 2020-11-06T194325.218_face.png,9.552,38.053,3.984
neutrality/images - 2020-11-06T194500.269_face.png,11.543,47.17,4.086
neutrality/images - 2020-11-06T194521.050_face.png,10.112,44.283,4.379
neutrality/images - 2020-11-06T194525.671_face.png,6.0,38.053,6.342
neutrality/images - 2020-11-06T194530.383_face.png,9.124,42.579,4.667
neutrality/images - 2020-11-06T194534.202_face.png,9.124,43.417,4.758
neutrality/images - 2020-11-06T195011.093_face.png,10.5,33.0,3.143
neutrality/images - 2020-11-06T195015.600_face.png,12.748,44.553,3.495
neutrality/images - 2020-11-06T195028.380_face.png,10.0,40.112,4.011
neutrality/images - 2020-11-06T195037.050_face.png,13.153,37.483,2.85
neutrality/images - 2020-11-06T200543.560_face.png,8.062,41.049,5.091
neutrality/images - 2020-11-06T200657.924_face.png,10.0,37.014,3.701
neutrality/images - 2020-11-06T201648.090_face.png,9.014,36.125,4.008
neutrality/images - 2020-11-06T201820.710_face.png,9.552,34.132,3.573
neutrality/images - 2020-11-06T201821.025_face.png,11.511,43.012,3.737
neutrality/images - 2020-11-06T202558.147_face.png,11.011,45.044,4.091
neutrality/images - 2020-11-06T202615.265_face.png,10.012,42.012,4.196
neutrality/images - 2020-11-06T202930.919_face.png,7.906,39.319,4.974
neutrality/images - 2020-11-06T203709.338_face.png,9.124,38.118,4.178
neutrality/images - 2020-11-06T203709.684_face.png,7.517,31.064,4.133
neutrality/images - 2020-11-06T203710.716_face.png,9.055,37.054,4.092
neutrality/images - 2020-11-06T203742.745_face.png,8.515,34.132,4.009
neutrality/images - 2020-11-06T203745.613_face.png,8.0,35.057,4.382
neutrality/images - 2020-11-06T203753.849_face.png,9.708,36.222,3.731
neutrality/images - 2020-11-06T203813.939_face.png,15.075,45.1,2.992
neutrality/photo-1548794397-eeedae69ac71_face.png,10.012,43.0,4.295
neutrality/photo-1553804194-fb1475b509b5_face.png,8.732,40.447,4.632
neutrality/photo-1582847965938-4fbf27bcdb82_face.png,9.055,40.112,4.43
sadness/13895174901_768e9f188c_n_face.png,14.534,44.283,3.047
sadness/15351433722_5651d61cb8_b_face.png,13.038,44.102,3.382
sadness/2350687283_d0f08d6693_b_face.png,4.123,38.118,9.245
sadness/2490858443_fb823517ff_b_face.png,3.64,32.016,8.795
sadness/2Q__ (5)_face.png,12.042,34.059,2.828
sadness/2Q__ (7)_face.png,13.038,45.177,3.465
sadness/31549147738_fe99890010_b_face.png,11.18,34.525,3.088
sadness/36230424141_f49b989e2e_b_face.png,9.055,38.118,4.209
sadness/38810221382_e72c984cb2_n_face.png,12.51,46.0,3.677
sadness/39503167_99dfb925e6_b_face.png,8.062,26.019,3.227
sadness/520870044_0dd2c7edea_b_face.png,11.18,44.283,3.961
sadness/6256737200_68c25fd0da_n_face.png,9.055,26.683,2.947
sadness/6796115063_0a2b01c4bd_b_face.png,7.566,39.051,5.161
sadness/7739045712_7483c8162f_n_face.png,9.823,36.878,3.754
sadness/9k_ (1)_face.png,4.031,42.107,10.445
sadness/9k_ (3)_face.png,5.0,34.0,6.8
sadness/9k_ (4)_face.png,4.031,44.045,10.926
sadness/9k_ (7)_face.png,7.071,35.228,4.982
sadness/9k_ (8)_face.png,10.0,43.0,4.3
sadness/images (10)_face.png,10.548,33.541,3.18
sadness/images (100)_face.png,9.055,31.064,3.43
sadness/images (13)_face.png,11.5,37.014,3.219
sadness/images (17)_face.png,11.5,46.0,4.0
sadness/images (22)_face.png,7.071,35.228,4.982
sadness/images (25)_face.png,3.905,32.894,8.423
sadness/images (34)_face.png,10.0,39.013,3.901
sadness/images (36)_face.png,7.0,33.015,4.716
sadness/images (48)_face.png,9.513,41.049,4.315
sadness/images (55)_face.png,7.071,35.228,4.982
sadness/images (57)_face.png,4.123,40.05,9.714
sadness/images (60)_face.png,12.369,42.579,3.442
sadness/images (61)_face.png,9.014,42.012,4.661
sadness/images (64)_face.png,9.552,36.056,3.774
sadness/images (66)_face.png,5.523,39.0,7.062
sadness/images (68)_face.png,6.325,37.121,5.869
sadness/images (70)_face.png,2.0,13.038,6.519
sadness/images (71)_face.png,6.0,41.0,6.833
sadness/images (72)_face.png,10.05,44.102,4.388
sadness/images (73)_face.png,6.021,39.0,6.478
sadness/images (81)_face.png,11.511,42.107,3.658
sadness/images (82)_face.png,6.0,37.0,6.167
sadness/images (85)_face.png,11.045,39.205,3.549
sadness/images (88)_face.png,3.0,37.014,12.338
sadness/images (89)_face.png,7.616,38.471,5.051
sadness/images (90)_face.png,13.0,41.012,3.155
sadness/images (92)_face.png,10.308,38.833,3.767
sadness/images (95)_face.png,9.014,41.012,4.55
sadness/images (96)_face.png,5.852,34.366,5.872
sadness/images (97)_face.png,10.794,40.447,3.747
sadness/images (98)_face.png,3.202,37.336,11.662
sadness/images (99)_face.png,5.0,40.0,8.0
sadness/images - 2020-11-05T231228.496_face.png,11.011,43.0,3.905
sadness/images - 2020-11-05T231355.567_face.png,15.532,44.102,2.839
sadness/images - 2020-11-05T231404.638_face.png,8.559,39.051,4.563
sadness/images - 2020-11-05T231414.517_face.png,11.5,43.012,3.74
sadness/images - 2020-11-05T231437.552_face.png,7.28,40.447,5.556
sadness/images - 2020-11-06T000315.936_face.png,11.011,39.013,3.543
sadness/images - 2020-11-06T000330.176_face.png,5.59,39.115,6.997
sadness/images - 2020-11-06T001935.121_face.png,11.543,37.0,3.205
sadness/images - 2020-11-06T002114.703_face.png,9.552,39.319,4.116
sadness/images - 2020-11-06T002427.728_face.png,9.055,40.012,4.419
sadness/images - 2020-11-06T002800.372_face.png,4.528,39.013,8.616
sadness/images - 2020-11-06T002808.375_face.png,13.038,43.0,3.298
sadness/images - 2020-11-06T002813.904_face.png,12.51,43.186,3.452
sadness/images - 2020-11-06T002814.646_face.png,10.112,41.11,4.065
sadness/images - 2020-11-06T002814.985_face.png,9.513,42.048,4.42
sadness/images - 2020-11-06T002842.971_face.png,8.631,39.051,4.524
sadness/images - 2020-11-06T002844.760_face.png,8.062,39.051,4.844
sadness/images - 2020-11-06T002851.143_face.png,9.513,40.311,4.237
sadness/images - 2020-11-06T002858.159_face.png,8.631,33.377,3.867
sadness/images - 2020-11-06T002858.568_face.png,9.513,41.049,4.315
sadness/images - 2020-11-06T002944.425_face.png,8.631,28.16,3.263
sadness/images - 2020-11-06T002947.665_face.png,16.125,47.265,2.931
