Image Name,Height,Width,Ratio
happiness/images - 2020-11-06T193600.297_face.png,11.543,33.242,2.88
happiness/images - 2020-11-06T193603.398_face.png,9.014,43.046,4.776
happiness/images - 2020-11-06T193603.809_face.png,7.106,35.468,4.991
happiness/images - 2020-11-06T193605.966_face.png,3.536,43.046,12.175
happiness/images - 2020-11-06T193612.146_face.png,12.176,40.497,3.326
happiness/images - 2020-11-06T193612.614_face.png,10.0,39.0,3.9
happiness/images - 2020-11-06T193615.143_face.png,6.801,40.2,5.911
happiness/images - 2020-11-06T193617.513_face.png,7.517,36.0,4.789
happiness/images - 2020-11-06T193619.883_face.png,12.093,37.577,3.107
happiness/images - 2020-11-06T193624.543_face.png,7.159,38.601,5.392
happiness/images - 2020-11-06T193628.891_face.png,13.537,47.17,3.485
happiness/images - 2020-11-06T193630.209_face.png,6.021,37.014,6.148
happiness/images - 2020-11-06T193820.978_face.png,12.042,40.447,3.359
happiness/images - 2020-11-06T193823.179_face.png,8.515,45.1,5.297
happiness/images - 2020-11-06T193823.443_face.png,11.045,42.297,3.829
happiness/images - 2020-11-06T193823.668_face.png,7.071,38.118,5.391
happiness/images - 2020-11-06T193824.134_face.png,8.0,43.0,5.375
happiness/images - 2020-11-06T193824.619_face.png,9.014,38.833,4.308
happiness/images - 2020-11-06T193826.581_face.png,10.05,41.304,4.11
happiness/images - 2020-11-06T193827.029_face.png,7.0,41.049,5.864
happiness/images - 2020-11-06T193827.780_face.png,9.552,40.2,4.208
happiness/images - 2020-11-06T193828.725_face.png,6.519,39.013,5.984
happiness/images - 2020-11-06T193828.975_face.png,7.28,38.328,5.265
happiness/images - 2020-11-06T193831.978_face.png,8.944,40.522,4.53
happiness/images - 2020-11-06T193832.780_face.png,13.509,41.0,3.035
happiness/images - 2020-11-06T193834.034_face.png,5.025,40.05,7.97
happiness/images - 2020-11-06T193836.356_face.png,13.153,46.271,3.518
happiness/images - 2020-11-06T193836.878_face.png,6.5,41.0,6.308
happiness/images - 2020-11-06T193837.613_face.png,9.618,34.713,3.609
happiness/images - 2020-11-06T193838.333_face.png,10.198,40.447,3.966
happiness/images - 2020-11-06T193839.095_face.png,8.5,41.012,4.825
happiness/images - 2020-11-06T193839.348_face.png,8.515,34.132,4.009
happiness/images - 2020-11-06T193840.108_face.png,10.05,41.437,4.123
happiness/images - 2020-11-06T193840.329_face.png,6.576,41.195,6.264
happiness/images - 2020-11-06T193844.990_face.png,6.576,34.015,5.172
happiness/images - 2020-11-06T193845.918_face.png,3.0,37.054,12.351
happiness/images - 2020-11-06T193846.907_face.png,12.59,38.471,3.056
happiness/images - 2020-11-06T193848.088_face.png,5.5,39.013,7.093
happiness/images - 2020-11-06T193849.524_face.png,8.139,31.765,3.903
happiness/images - 2020-11-06T193851.668_face.png,10.112,41.11,4.065
happiness/images - 2020-11-06T193852.217_face.png,3.536,40.012,11.317
happiness/images - 2020-11-06T193852.768_face.png,6.964,44.911,6.449
happiness/images - 2020-11-06T193853.602_face.png,9.341,39.459,4.224
happiness/images - 2020-11-06T193854.054_face.png,9.552,38.471,4.027
happiness/images - 2020-11-06T193854.318_face.png,8.559,30.017,3.507
happiness/images - 2020-11-06T193855.718_face.png,7.071,44.011,6.224
happiness/images - 2020-11-06T193855.978_face.png,7.5,33.015,4.402
happiness/images - 2020-11-06T193858.669_face.png,10.05,41.437,4.123
happiness/images - 2020-11-06T193859.429_face.png,8.515,42.048,4.938
happiness/images - 2020-11-06T193859.666_face.png,9.014,36.014,3.995
happiness/images - 2020-11-06T193900.180_face.png,5.099,36.014,7.063
happiness/images - 2020-11-06T193900.428_face.png,5.852,37.656,6.434
happiness/images - 2020-11-06T193902.575_face.png,7.106,35.777,5.035
happiness/images - 2020-11-06T193903.086_face.png,5.701,40.2,7.051
happiness/images - 2020-11-06T193903.519_face.png,10.012,43.105,4.305
happiness/images - 2020-11-06T193904.275_face.png,12.51,42.048,3.361
happiness/images - 2020-11-06T193904.508_face.png,11.011,38.053,3.456
happiness/images - 2020-11-06T193904.776_face.png,7.517,39.013,5.19
happiness/images - 2020-11-06T193907.786_face.png,4.5,46.0,10.222
happiness/images - 2020-11-06T193908.298_face.png,6.0,38.013,6.336
happiness/images - 2020-11-06T193909.321_face.png,8.902,35.355,3.972
happiness/images - 2020-11-06T193911.279_face.png,8.246,41.437,5.025
happiness/images - 2020-11-06T193912.763_face.png,8.0,40.05,5.006
happiness/images - 2020-11-06T193914.018_face.png,10.05,44.045,4.383
happiness/images - 2020-11-06T193914.478_face.png,8.631,22.091,2.559
happiness/images - 2020-11-06T193916.691_face.png,7.018,40.012,5.702
happiness/images - 2020-11-06T193917.533_face.png,10.012,39.013,3.896
happiness/images - 2020-11-06T193918.279_face.png,7.517,42.048,5.594
happiness/images - 2020-11-06T193918.745_face.png,8.0,46.011,5.751
happiness/images - 2020-11-06T193920.487_face.png,10.012,40.012,3.996
happiness/images - 2020-11-06T193920.725_face.png,6.021,31.016,5.151
happiness/images - 2020-11-06T193921.251_face.png,8.559,37.054,4.329
happiness/images - 2020-11-06T193922.484_face.png,8.732,41.195,4.718
happiness/images - 2020-11-06T193924.223_face.png,7.5,42.107,5.614
happiness/images - 2020-11-06T193924.434_face.png,8.944,29.069,3.25
happiness/images - 2020-11-06T193928.153_face.png,8.246,41.195,4.996
happiness/images - 2020-11-06T193930.154_face.png,13.73,45.277,3.298
happiness/images - 2020-11-06T193930.863_face.png,6.021,36.0,5.979
happiness/images - 2020-11-06T193935.031_face.png,6.519,41.012,6.291
happiness/images - 2020-11-06T193936.668_face.png,9.0,42.012,4.668
happiness/images - 2020-11-06T193936.951_face.png,10.012,38.0,3.795
happiness/images - 2020-11-06T193938.201_face.png,8.732,37.336,4.276
happiness/images - 2020-11-06T193940.169_face.png,7.071,41.195,5.826
happiness/images - 2020-11-06T193941.366_face.png,6.519,38.013,5.831
happiness/images - 2020-11-06T193942.143_face.png,7.159,34.132,4.768
happiness/images - 2020-11-06T193942.595_face.png,6.021,43.046,7.15
happiness/images - 2020-11-06T193943.254_face.png,8.631,35.355,4.096
happiness/images - 2020-11-06T193945.094_face.png,3.0,38.0,12.667
happiness/images - 2020-11-06T193947.214_face.png,8.559,42.107,4.92
happiness/images - 2020-11-06T193950.573_face.png,7.159,41.11,5.742
happiness/images - 2020-11-06T193950.803_face.png,9.0,42.048,4.672
happiness/images - 2020-11-06T193952.970_face.png,13.509,38.013,2.814
happiness/images - 2020-11-06T193954.260_face.png,7.159,38.118,5.325
happiness/images - 2020-11-06T193955.653_face.png,7.616,37.363,4.906
happiness/images - 2020-11-06T193958.197_face.png,10.512,42.0,3.995
happiness/images - 2020-11-06T193958.432_face.png,6.021,38.013,6.314
happiness/images - 2020-11-06T194003.141_face.png,8.86,36.878,4.162
happiness/images - 2020-11-06T194003.967_face.png,5.099,40.05,7.854
happiness/images - 2020-11-06T194004.186_face.png,10.198,43.186,4.235
happiness/images - 2020-11-06T194005.466_face.png,6.083,43.046,7.077
happiness/images - 2020-11-06T194006.012_face.png,9.014,40.025,4.44
happiness/images - 2020-11-06T194008.833_face.png,12.01,33.015,2.749
happiness/images - 2020-11-06T194010.561_face.png,6.576,44.011,6.692
happiness/images - 2020-11-06T194011.429_face.png,7.5,39.013,5.202
happiness/images - 2020-11-06T194012.982_face.png,13.537,38.118,2.816
happiness/images - 2020-11-06T194014.649_face.png,6.576,40.2,6.113
happiness/images - 2020-11-06T194017.784_face.png,11.511,42.048,3.653
happiness/images - 2020-11-06T194247.393_face.png,8.139,40.2,4.939
happiness/images - 2020-11-06T194249.044_face.png,6.021,37.054,6.154
happiness/images - 2020-11-06T194252.540_face.png,6.021,25.554,4.244
happiness/images - 2020-11-06T194255.183_face.png,9.22,42.297,4.588
happiness/images - 2020-11-06T194256.737_face.png,11.413,35.847,3.141
happiness/images - 2020-11-06T194258.596_face.png,4.743,39.319,8.289
happiness/images - 2020-11-06T194259.275_face.png,8.544,27.459,3.214
happiness/images - 2020-11-06T194259.614_face.png,6.265,36.401,5.81
happiness/images - 2020-11-06T194300.916_face.png,8.062,42.19,5.233
happiness/images - 2020-11-06T194303.673_face.png,11.045,39.051,3.536
happiness/images - 2020-11-06T194304.307_face.png,6.021,39.051,6.486
happiness/images - 2020-11-06T194305.357_face.png,10.0,46.043,4.604
happiness/images - 2020-11-06T194305.746_face.png,8.515,39.013,4.582
happiness/images - 2020-11-06T194306.375_face.png,9.552,41.11,4.304
happiness/images - 2020-11-06T194308.473_face.png,12.53,40.497,3.232
happiness/images - 2020-11-06T194310.778_face.png,9.055,45.1,4.98
happiness/images - 2020-11-06T194327.444_face.png,5.025,33.0,6.567
happiness/images - 2020-11-06T194328.836_face.png,10.5,43.0,4.095
happiness/images - 2020-11-06T194329.152_face.png,9.5,37.014,3.896
happiness/images - 2020-11-06T194331.847_face.png,8.559,30.017,3.507
happiness/images - 2020-11-06T194333.563_face.png,6.946,28.46,4.097
happiness/images - 2020-11-06T194338.352_face.png,10.607,37.656,3.55
happiness/images - 2020-11-06T194339.699_face.png,10.198,41.437,4.063
happiness/images - 2020-11-06T194345.790_face.png,9.0,36.125,4.014
happiness/images - 2020-11-06T194347.401_face.png,12.01,48.094,4.004
happiness/images - 2020-11-06T194351.050_face.png,8.016,38.013,4.742
happiness/images - 2020-11-06T194352.766_face.png,6.5,36.0,5.538
happiness/images - 2020-11-06T194353.099_face.png,7.071,42.19,5.967
happiness/images - 2020-11-06T194355.054_face.png,9.014,41.146,4.565
happiness/images - 2020-11-06T194358.693_face.png,6.708,37.483,5.588
happiness/images - 2020-11-06T194401.075_face.png,12.51,43.012,3.438
happiness/images - 2020-11-06T194402.735_face.png,10.607,44.181,4.165
happiness/images - 2020-11-06T194403.379_face.png,13.153,39.459,3.0
happiness/images - 2020-11-06T194405.335_face.png,11.045,43.046,3.897
happiness/images - 2020-11-06T194407.101_face.png,10.112,39.051,3.862
happiness/images - 2020-11-06T194411.412_face.png,11.102,38.21,3.442
happiness/images - 2020-11-06T194413.727_face.png,5.0,40.05,8.01
happiness/images - 2020-11-06T194414.744_face.png,6.103,29.155,4.777
happiness/images - 2020-11-06T194416.065_face.png,4.031,40.311,10.0
happiness/images - 2020-11-06T194417.123_face.png,7.159,41.761,5.833
happiness/images - 2020-11-06T194417.768_face.png,6.576,37.216,5.659
happiness/images - 2020-11-06T194419.098_face.png,5.5,40.05,7.282
happiness/images - 2020-11-06T194425.621_face.png,7.28,41.195,5.659
happiness/images - 2020-11-06T194430.593_face.png,8.631,39.115,4.532
happiness/images - 2020-11-06T194434.898_face.png,7.517,39.013,5.19
happiness/images - 2020-11-06T194435.587_face.png,7.071,38.053,5.381
happiness/images - 2020-11-06T194437.231_face.png,9.055,36.056,3.982
happiness/images - 2020-11-06T194438.678_face.png,8.544,28.862,3.378
happiness/images - 2020-11-06T194440.999_face.png,6.021,37.014,6.148
happiness/images - 2020-11-06T194443.081_face.png,12.01,46.043,3.834
happiness/images - 2020-11-06T194447.817_face.png,7.566,33.734,4.458
happiness/images - 2020-11-06T194451.296_face.png,10.308,38.328,3.718
happiness/images - 2020-11-06T194456.209_face.png,8.631,39.013,4.52
happiness/images - 2020-11-06T194456.889_face.png,7.517,31.401,4.177
happiness/images - 2020-11-06T194503.969_face.png,8.559,42.048,4.913
happiness/images - 2020-11-06T194516.249_face.png,11.0,42.012,3.819
happiness/images - 2020-11-06T194518.713_face.png,4.528,39.013,8.616
happiness/images - 2020-11-06T194522.151_face.png,4.528,36.014,7.954
happiness/images - 2020-11-06T194525.232_face.png,12.0,37.0,3.083
happiness/images - 2020-11-06T194531.766_face.png,7.018,39.051,5.565
happiness/images - 2020-11-06T194533.627_face.png,7.018,39.0,5.557
happiness/images - 2020-11-06T194535.136_face.png,9.618,29.547,3.072
happiness/images - 2020-11-06T194536.082_face.png,11.18,38.897,3.479
happiness/images - 2020-11-06T194536.400_face.png,7.106,35.468,4.991
happiness/images - 2020-11-06T194543.219_face.png,8.86,37.336,4.214
happiness/images - 2020-11-06T194545.780_face.png,3.162,36.346,11.493
happiness/images - 2020-11-06T194548.440_face.png,8.559,37.121,4.337
happiness/images - 2020-11-06T194550.671_face.png,3.5,39.0,11.143
happiness/images - 2020-11-06T194551.191_face.png,6.325,38.328,6.06
happiness/images - 2020-11-06T194553.286_face.png,5.59,35.014,6.264
happiness/images - 2020-11-06T194553.994_face.png,4.5,40.0,8.889
happiness/images - 2020-11-06T194554.925_face.png,5.315,37.643,7.082
happiness/images - 2020-11-06T194555.522_face.png,3.536,32.0,9.051
happiness/images - 2020-11-06T194600.001_face.png,3.606,38.833,10.77
happiness/images - 2020-11-06T194600.381_face.png,3.202,21.541,6.728
happiness/images - 2020-11-06T194603.438_face.png,5.5,39.205,7.128
happiness/images - 2020-11-06T194604.316_face.png,4.123,38.013,9.22
happiness/images - 2020-11-06T194604.608_face.png,12.748,30.083,2.36
happiness/images - 2020-11-06T194605.261_face.png,5.385,27.203,5.051
happiness/images - 2020-11-06T194605.805_face.png,7.517,38.053,5.062
happiness/images - 2020-11-06T194606.163_face.png,11.045,44.102,3.993
happiness/images - 2020-11-06T194606.786_face.png,3.041,36.056,11.855
happiness/images - 2020-11-06T194607.429_face.png,5.385,38.118,7.078
happiness/images - 2020-11-06T194607.691_face.png,5.852,41.773,7.138
happiness/images - 2020-11-06T194607.990_face.png,9.618,41.11,4.274
happiness/images - 2020-11-06T194609.323_face.png,10.198,41.195,4.039
happiness/images - 2020-11-06T194612.712_face.png,4.61,39.115,8.485
happiness/images - 2020-11-06T194615.152_face.png,9.618,36.77,3.823
happiness/images - 2020-11-06T194617.062_face.png,8.631,33.015,3.825
happiness/images - 2020-11-06T195027.299_face.png,6.042,18.974,3.141
happiness/images - 2020-11-06T200110.685_face.png,11.543,41.049,3.556
happiness/images - 2020-11-06T200114.088_face.png,7.28,39.205,5.385
happiness/images - 2020-11-06T200535.251_face.png,10.977,36.249,3.302
happiness/images - 2020-11-06T200540.154_face.png,5.025,40.012,7.963
happiness/images - 2020-11-06T200542.175_face.png,9.708,41.304,4.255
happiness/images - 2020-11-06T200609.165_face.png,7.28,42.426,5.828
happiness/images - 2020-11-06T200609.966_face.png,7.433,41.773,5.62
happiness/images - 2020-11-06T200659.077_face.png,9.055,43.105,4.76
happiness/images - 2020-11-06T200709.928_face.png,13.153,48.836,3.713
happiness/images - 2020-11-06T200718.165_face.png,6.519,39.013,5.984
happiness/images - 2020-11-06T201602.730_face.png,3.536,37.054,10.48
happiness/images - 2020-11-06T201645.653_face.png,6.519,36.346,5.575
happiness/images - 2020-11-06T201649.759_face.png,8.016,38.013,4.742
happiness/images - 2020-11-06T201708.575_face.png,9.552,38.118,3.99
happiness/images - 2020-11-06T201712.244_face.png,7.566,39.205,5.181
happiness/images - 2020-11-06T201714.933_face.png,7.566,42.107,5.565
happiness/images - 2020-11-06T201733.800_face.png,9.014,37.121,4.118
happiness/images - 2020-11-06T201752.897_face.png,8.515,32.14,3.775
happiness/images - 2020-11-06T201808.266_face.png,9.513,42.012,4.416
happiness/images - 2020-11-06T202425.928_face.png,6.021,40.05,6.652
happiness/images - 2020-11-06T202428.047_face.png,10.308,41.593,4.035
happiness/images - 2020-11-06T202433.029_face.png,4.743,38.118,8.036
happiness/images - 2020-11-06T202436.028_face.png,10.817,40.249,3.721
happiness/images - 2020-11-06T202508.033_face.png,9.192,36.401,3.96
happiness/images - 2020-11-06T202510.713_face.png,8.559,37.054,4.329
happiness/images - 2020-11-06T202548.276_face.png,4.61,42.107,9.134
happiness/images - 2020-11-06T202551.209_face.png,10.012,40.0,3.995
happiness/images - 2020-11-06T202944.071_face.png,8.139,39.205,4.817
happiness/images - 2020-11-06T202953.383_face.png,7.762,41.049,5.288
happiness/images - 2020-11-06T203311.242_face.png,4.031,38.013,9.43
happiness/images - 2020-11-06T203328.078_face.png,9.192,36.401,3.96
happiness/images - 2020-11-06T203442.896_face.png,7.0,43.012,6.145
happiness/images - 2020-11-06T203739.280_face.png,8.062,43.29,5.369
happiness/images - 2020-11-06T203805.754_face.png,6.021,34.015,5.65
happiness/images - 2020-11-06T203806.209_face.png,8.0,41.11,5.139
happiness/images - 2020-11-06T203806.928_face.png,9.055,38.328,4.233
happiness/images - 2020-11-06T203809.760_face.png,7.5,37.0,4.933
happiness/images - 2020-11-06T203823.497_face.png,7.018,41.012,5.844
happiness/images - 2020-11-06T203831.038_face.png,7.0,34.015,4.859
happiness/images - 2020-11-06T203901.398_face.png,11.011,40.012,3.634
happiness/images - 2020-11-06T203938.567_face.png,8.0,41.049,5.131
neutrality/14867843307_e978f32afe_n_face.png,12.649,35.44,2.802
neutrality/15238515323_63e05d8a81_n_face.png,10.5,42.0,4.0
neutrality/15558843883_3769f126b4_b_face.png,11.045,42.297,3.829
neutrality/15807661717_5af708818f_n_face.png,11.511,43.012,3.737
neutrality/15933189253_b0a9ecbaf7_b_face.png,9.0,41.012,4.557
neutrality/16810171117_8955283015_n_face.png,13.01,42.048,3.232
neutrality/22201338424_74dc97e0a3_n_face.png,10.05,29.428,2.928
neutrality/22373617808_9abb45d59c_b_face.png,8.559,22.204,2.594
neutrality/22573591507_ffc4b3d45a_n_face.png,7.566,36.056,4.765
neutrality/23436647549_ec5beda978_b_face.png,8.139,31.064,3.817
neutrality/23984003405_b015529f7c_w_face.png,14.318,40.608,2.836
neutrality/25852550617_357454f230_n_face.png,6.576,38.118,5.796
neutrality/26331695574_8f91df4da3_n_face.png,14.509,44.045,3.036
neutrality/26487870406_94e24d8119_n_face.png,12.042,43.186,3.586
neutrality/26559693133_d2eed3bb11_b_face.png,11.543,38.118,3.302
neutrality/26639986531_85009ed7d9_b_face.png,9.0,38.053,4.228
neutrality/27394423895_c265c0598b_b_face.png,10.012,41.012,4.096
neutrality/27533552321_027ee9ca8e_n_face.png,10.05,41.049,4.085
neutrality/2Q__ (4)_face.png,10.5,43.012,4.096
neutrality/2Q__ (7)_face.png,11.18,41.437,3.706
neutrality/3063607733_650e7bc1c5_b_face.png,10.5,38.013,3.62
neutrality/33701209458_41792c259b_w_face.png,11.0,47.0,4.273
neutrality/33855139746_c98bd9af66_n_face.png,8.631,28.284,3.277
neutrality/34437285633_d66f32cb2b_n_face.png,11.0,42.048,3.823
neutrality/3654379697_46376388d8_n_face.png,11.543,44.283,3.836
neutrality/366961251_ce8ff2235d_n_face.png,10.44,42.45,4.066
neutrality/379534518_f6471f2810_b_face.png,3.5,38.053,10.872
neutrality/379534524_f16e8b3fbd_n_face.png,6.5,38.013,5.848
neutrality/3799566427_1c53c1fb36_b_face.png,10.512,42.012,3.997
neutrality/38174581504_013b667e08_b_face.png,7.071,39.013,5.517
neutrality/3941000939_87c7ea5dfd_b_face.png,10.548,37.216,3.528
neutrality/422971195_9b7043c0e0_b_face.png,12.042,40.012,3.323
neutrality/4611763472_463c675f62_w_face.png,4.031,34.234,8.493
neutrality/49670561598_5a54691100_n_face.png,6.021,37.014,6.148
neutrality/49849804408_24c400c4e1_b_face.png,9.055,43.0,4.749
neutrality/5387018897_7de920c2cd_n_face.png,13.086,46.271,3.536
neutrality/5945871327_2dce8d2f8b_n_face.png,9.552,39.205,4.104
neutrality/6847891151_578a991e75_w_face.png,11.011,41.11,3.733
neutrality/6847891629_7891276e66_n_face.png,9.513,40.05,4.21
neutrality/6847891685_1e1df2d57b_n_face.png,9.5,33.0,3.474
neutrality/7647334890_aaab404aeb_n_face.png,6.5,37.014,5.694
neutrality/8036723446_cd554c0ae6_b_face.png,11.543,45.1,3.907
neutrality/9672876836_2eefa9c335_n_face.png,7.649,38.053,4.975
neutrality/Z (1)_face.png,11.597,39.319,3.39
neutrality/Z (10)_face.png,13.0,39.0,3.0
neutrality/Z (12)_face.png,11.102,44.102,3.973
neutrality/Z (7)_face.png,11.045,39.0,3.531
neutrality/Z_face.png,11.511,42.012,3.65
neutrality/images (1)_face.png,8.246,35.511,4.306
neutrality/images (11)_face.png,13.153,45.541,3.462
neutrality/images (12)_face.png,9.513,39.013,4.101
neutrality/images (16)_face.png,9.5,39.013,4.107
neutrality/images (17)_face.png,12.042,39.115,3.248
neutrality/images (20)_face.png,15.133,43.566,2.879
neutrality/images (25)_face.png,12.01,40.0,3.33
neutrality/images (3)_face.png,8.559,35.014,4.091
neutrality/images (30)_face.png,12.903,38.079,2.951
neutrality/images (32)_face.png,10.548,42.0,3.982
neutrality/images (36)_face.png,10.05,39.051,3.886
neutrality/images (44)_face.png,9.552,43.186,4.521
neutrality/images (51)_face.png,12.54,44.102,3.517
neutrality/images (53)_face.png,7.649,40.112,5.244
neutrality/images (55)_face.png,10.512,37.121,3.531
neutrality/images (67)_face.png,12.0,42.107,3.509
neutrality/images (68)_face.png,9.552,40.112,4.199
neutrality/images (7)_face.png,9.513,42.012,4.416
neutrality/images (74)_face.png,9.618,43.186,4.49
neutrality/images (76)_face.png,10.0,43.0,4.3
neutrality/images (81)_face.png,11.543,38.118,3.302
neutrality/images (83)_face.png,11.543,42.107,3.648
neutrality/images (84)_face.png,8.139,35.228,4.328
neutrality/images (92)_face.png,11.045,41.049,3.716
neutrality/images (93)_face.png,10.05,45.044,4.482
neutrality/images - 2020-11-05T231259.252_face.png,10.512,43.046,4.095
neutrality/images - 2020-11-05T231323.745_face.png,7.018,43.046,6.134
neutrality/images - 2020-11-05T231324.567_face.png,12.042,32.249,2.678
neutrality/images - 2020-11-05T231349.870_face.png,8.016,36.014,4.493
neutrality/images - 2020-11-05T231350.390_face.png,9.513,38.0,3.994
neutrality/images - 2020-11-05T231403.578_face.png,9.055,39.013,4.308
neutrality/images - 2020-11-06T000121.836_face.png,9.055,34.234,3.781
neutrality/images - 2020-11-06T000150.824_face.png,9.513,33.136,3.483
neutrality/images - 2020-11-06T000224.941_face.png,10.012,40.05,4.0
neutrality/images - 2020-11-06T000246.911_face.png,9.014,34.525,3.83
neutrality/images - 2020-11-06T000326.320_face.png,8.5,40.012,4.707
neutrality/images - 2020-11-06T000415.661_face.png,10.5,41.195,3.923
neutrality/images - 2020-11-06T000456.922_face.png,10.012,39.115,3.907
neutrality/images - 2020-11-06T000523.316_face.png,9.014,43.046,4.776
neutrality/images - 2020-11-06T000524.865_face.png,12.093,41.304,3.415
neutrality/images - 2020-11-06T001017.261_face.png,9.487,35.693,3.762
neutrality/images - 2020-11-06T001143.519_face.png,9.552,37.014,3.875
neutrality/images - 2020-11-06T001209.908_face.png,8.732,39.319,4.503
neutrality/images - 2020-11-06T001304.427_face.png,12.01,40.012,3.331
neutrality/images - 2020-11-06T001322.054_face.png,10.05,40.012,3.981
neutrality/images - 2020-11-06T001956.258_face.png,12.0,40.012,3.334
neutrality/images - 2020-11-06T001956.743_face.png,5.315,39.85,7.497
neutrality/images - 2020-11-06T002000.529_face.png,14.142,37.483,2.65
neutrality/images - 2020-11-06T002001.793_face.png,5.523,25.0,4.527
neutrality/images - 2020-11-06T002008.009_face.png,7.5,41.0,5.467
neutrality/images - 2020-11-06T002009.255_face.png,11.543,42.19,3.655
neutrality/images - 2020-11-06T002010.113_face.png,10.794,33.541,3.108
neutrality/images - 2020-11-06T002013.225_face.png,9.552,43.046,4.506
neutrality/images - 2020-11-06T002014.187_face.png,9.513,41.049,4.315
neutrality/images - 2020-11-06T002019.840_face.png,11.402,41.976,3.682
neutrality/images - 2020-11-06T002021.630_face.png,5.5,40.05,7.282
neutrality/images - 2020-11-06T002023.931_face.png,7.159,40.311,5.631
neutrality/images - 2020-11-06T002024.347_face.png,6.0,39.013,6.502
neutrality/images - 2020-11-06T002024.782_face.png,8.631,40.05,4.64
neutrality/images - 2020-11-06T002027.759_face.png,9.513,44.011,4.626
neutrality/images - 2020-11-06T002029.152_face.png,5.0,36.014,7.203
neutrality/images - 2020-11-06T002030.037_face.png,8.078,36.878,4.565
neutrality/images - 2020-11-06T002031.328_face.png,10.012,47.0,4.694
neutrality/images - 2020-11-06T002032.621_face.png,12.01,44.011,3.664
neutrality/images - 2020-11-06T002046.273_face.png,8.016,44.011,5.491
neutrality/images - 2020-11-06T002047.242_face.png,5.0,32.062,6.412
neutrality/images - 2020-11-06T002054.510_face.png,12.093,38.013,3.143
neutrality/images - 2020-11-06T002057.649_face.png,10.512,42.107,4.006
neutrality/images - 2020-11-06T002103.519_face.png,8.732,38.053,4.358
neutrality/images - 2020-11-06T002111.273_face.png,7.0,41.049,5.864
neutrality/images - 2020-11-06T002128.618_face.png,5.523,39.115,7.083
neutrality/images - 2020-11-06T002129.031_face.png,11.045,40.05,3.626
neutrality/images - 2020-11-06T002149.163_face.png,7.159,34.928,4.879
neutrality/images - 2020-11-06T002152.800_face.png,6.021,31.016,5.151
neutrality/images - 2020-11-06T002205.425_face.png,8.062,25.02,3.103
neutrality/images - 2020-11-06T002219.180_face.png,12.042,39.115,3.248
neutrality/images - 2020-11-06T002223.405_face.png,9.341,40.608,4.347
neutrality/images - 2020-11-06T002224.649_face.png,8.382,18.439,2.2
neutrality/images - 2020-11-06T002237.210_face.png,11.045,44.102,3.993
neutrality/images - 2020-11-06T002238.470_face.png,9.513,42.012,4.416
neutrality/images - 2020-11-06T002247.148_face.png,12.59,41.304,3.281
neutrality/images - 2020-11-06T002250.781_face.png,11.0,42.0,3.818
neutrality/images - 2020-11-06T002311.309_face.png,2.236,39.013,17.447
neutrality/images - 2020-11-06T002318.349_face.png,8.732,38.053,4.358
neutrality/images - 2020-11-06T002330.509_face.png,4.123,42.107,10.212
neutrality/images - 2020-11-06T002345.157_face.png,6.083,44.102,7.25
neutrality/images - 2020-11-06T002404.581_face.png,7.616,40.792,5.356
neutrality/images - 2020-11-06T002411.504_face.png,11.236,37.108,3.303
neutrality/images - 2020-11-06T002414.348_face.png,12.54,44.181,3.523
neutrality/images - 2020-11-06T002417.276_face.png,10.112,39.051,3.862
neutrality/images - 2020-11-06T002424.013_face.png,9.5,37.014,3.896
neutrality/images - 2020-11-06T002429.799_face.png,11.543,31.257,2.708
neutrality/images - 2020-11-06T002436.739_face.png,11.511,41.049,3.566
neutrality/images - 2020-11-06T002451.817_face.png,10.512,43.012,4.092
neutrality/images - 2020-11-06T002801.443_face.png,7.517,39.013,5.19
neutrality/images - 2020-11-06T002802.537_face.png,9.014,40.012,4.439
neutrality/images - 2020-11-06T002804.331_face.png,11.511,40.05,3.479
neutrality/images - 2020-11-06T002804.752_face.png,12.01,46.011,3.831
neutrality/images - 2020-11-06T002806.539_face.png,8.0,35.057,4.382
neutrality/images - 2020-11-06T002809.813_face.png,12.0,39.051,3.254
neutrality/images - 2020-11-06T002810.211_face.png,11.102,44.181,3.98
neutrality/images - 2020-11-06T002810.593_face.png,6.519,41.012,6.291
neutrality/images - 2020-11-06T002811.348_face.png,9.552,41.049,4.297
neutrality/images - 2020-11-06T002811.664_face.png,12.51,44.045,3.521
neutrality/images - 2020-11-06T002819.104_face.png,11.011,41.11,3.733
neutrality/images - 2020-11-06T002819.470_face.png,3.5,38.013,10.861
neutrality/images - 2020-11-06T002821.026_face.png,7.071,36.014,5.093
neutrality/images - 2020-11-06T002824.360_face.png,9.513,44.102,4.636
neutrality/images - 2020-11-06T002825.800_face.png,8.559,36.0,4.206
neutrality/images - 2020-11-06T002826.617_face.png,11.543,43.012,3.726
neutrality/images - 2020-11-06T002827.002_face.png,8.276,34.928,4.22
neutrality/images - 2020-11-06T002828.110_face.png,9.5,40.012,4.212
neutrality/images - 2020-11-06T002830.712_face.png,11.597,28.284,2.439
neutrality/images - 2020-11-06T002831.455_face.png,9.22,37.336,4.05
neutrality/images - 2020-11-06T002832.561_face.png,12.5,44.0,3.52
neutrality/images - 2020-11-06T002836.886_face.png,8.276,43.932,5.308
neutrality/images - 2020-11-06T002837.319_face.png,12.51,45.044,3.601
neutrality/images - 2020-11-06T002837.715_face.png,11.281,38.079,3.376
